Data,Produto,Categoria,Preço,Quantidade,Desconto,Total_Venda,Idade,Renda
2023-12-06,Creme dental,Produtos de Higiene Pessoal,42.26,16,0.0,676.16,21,3689.21
2023-12-06,Desodorantes,Produtos de Higiene Pessoal,32.95,11,0.0,362.45000000000005,28,2235.51
2023-12-06,Papel higiênico,Produtos de Higiene Pessoal,36.27,18,0.0,652.86,22,2838.14
2023-12-06,Sorvetes,Congelados,4.89,14,0.0,68.46,65,3808.66
2023-12-06,Pizzas congeladas,Congelados,13.88,14,0.0,194.32000000000002,62,3021.28
2023-12-06,Vegetais congelados,Congelados,10.73,15,0.0,160.95000000000002,44,1862.25
2023-12-06,Pratos prontos congelados,Congelados,34.36,17,0.0,584.12,46,3716.2
2023-12-06,Frango empanado,Congelados,13.84,17,0.0,235.28,29,3740.8
2023-12-06,Ração para cães,Pet Shop,34.48,8,0.0,275.84,37,3245.32
2023-12-06,Ração para gatos,Pet Shop,21.86,11,0.0,240.45999999999998,49,3012.87
2023-12-06,Petiscos,Pet Shop,10.46,1,0.0,10.46,53,4743.95
2023-12-06,Brinquedos para pets,Pet Shop,28.69,14,0.0,401.66,49,4130.89
2023-12-06,Produtos de higiene para pets,Pet Shop,17.32,5,0.0,86.6,46,2586.24
2023-12-06,Panelas,Utilidades Domésticas,13.1,15,0.0,196.5,60,4690.16
2023-12-06,Talheres,Utilidades Domésticas,6.07,7,0.0,42.49,54,4836.61
2023-12-06,Copos,Utilidades Domésticas,7.79,17,0.0,132.43,69,3784.09
2023-12-06,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,19.42,10,0.0,194.20000000000002,69,2900.94
2023-12-07,Maçãs,Alimentos Frescos,32.66,6,0.0,195.95999999999998,69,1833.34
2023-12-07,Bananas,Alimentos Frescos,41.52,6,0.0,249.12,52,4612.1
2023-12-07,Laranjas,Alimentos Frescos,27.86,3,0.0,83.58,18,1345.52
2023-12-07,Tomates,Alimentos Frescos,12.09,6,0.0,72.53999999999999,27,3603.43
2023-12-07,Alface,Alimentos Frescos,34.64,18,0.0,623.52,49,2806.56
2023-12-07,Cenouras,Alimentos Frescos,24.11,1,0.0,24.11,27,4449.79
2023-12-07,Frango,Alimentos Frescos,19.57,17,0.0,332.69,38,1869.98
2023-12-07,Carne bovina,Alimentos Frescos,41.23,19,0.0,783.3699999999999,36,1604.44
2023-12-07,Carne suína,Alimentos Frescos,48.76,10,0.0,487.59999999999997,66,2314.22
2023-12-07,Salmão,Alimentos Frescos,3.49,19,0.0,66.31,26,4408.26
2023-12-07,Tilápia,Alimentos Frescos,44.23,4,0.0,176.92,61,3793.06
2023-12-07,Atum,Alimentos Frescos,34.97,9,0.0,314.73,54,1041.49
2023-12-07,Pão francês,Alimentos Frescos,15.29,11,0.0,168.19,73,2749.01
2023-12-07,Pão integral,Alimentos Frescos,45.62,13,0.0,593.06,70,1673.59
2023-12-07,Croissants,Alimentos Frescos,30.11,4,0.0,120.44,59,1710.12
2023-12-07,Arroz,Produtos de Mercearia,6.41,14,0.0,89.74000000000001,54,1132.86
2023-12-07,Feijão,Produtos de Mercearia,21.19,7,0.0,148.33,63,4799.45
2023-12-07,Macarrão,Produtos de Mercearia,23.74,17,0.0,403.58,18,2320.45
2023-12-07,Óleo,Produtos de Mercearia,24.0,19,0.0,456.0,55,1957.57
2023-12-07,Azeite,Produtos de Mercearia,8.96,4,0.0,35.84,41,4265.14
2023-12-07,Farinha,Produtos de Mercearia,27.6,14,0.0,386.40000000000003,66,2828.85
2023-12-07,Leite,Laticínios e Ovos,21.75,17,0.0,369.75,64,4017.83
2023-12-07,Queijo,Laticínios e Ovos,13.51,4,0.0,54.04,46,4870.73
2023-12-07,Iogurte,Laticínios e Ovos,44.85,15,0.0,672.75,19,2625.41
2023-12-07,Manteiga,Laticínios e Ovos,11.83,8,0.0,94.64,48,2852.88
2023-12-07,Ovos,Laticínios e Ovos,18.76,8,0.0,150.08,60,2320.04
2023-12-07,Refrigerantes,Bebidas,18.69,10,0.0,186.9,21,1345.97
2023-12-07,Sucos,Bebidas,13.92,16,0.0,222.72,47,2380.87
2023-12-07,Água mineral,Bebidas,3.6,13,0.0,46.800000000000004,60,2462.44
2023-12-07,Cervejas,Bebidas,14.39,9,0.0,129.51,22,4971.59
2023-12-07,Vinhos,Bebidas,42.36,10,0.0,423.6,56,4253.96
2023-12-07,Detergentes,Produtos de Limpeza,44.09,14,0.0,617.26,51,4233.37
2023-12-07,Sabão em pó,Produtos de Limpeza,43.68,8,0.0,349.44,25,1609.52
2023-12-07,Amaciantes,Produtos de Limpeza,12.8,17,0.0,217.60000000000002,59,1515.47
2023-12-07,Limpadores multiuso,Produtos de Limpeza,36.58,16,0.0,585.28,53,3851.92
2023-12-07,Esponjas,Produtos de Limpeza,10.85,13,0.0,141.04999999999998,39,2131.35
2023-12-07,Shampoos,Produtos de Higiene Pessoal,4.28,15,0.0,64.2,68,2396.33
2023-12-07,Sabonetes,Produtos de Higiene Pessoal,7.23,4,0.0,28.92,26,3479.51
2023-12-07,Creme dental,Produtos de Higiene Pessoal,39.33,7,0.0,275.31,42,3707.41
2023-12-07,Desodorantes,Produtos de Higiene Pessoal,11.34,8,0.0,90.72,64,4585.33
2023-12-07,Papel higiênico,Produtos de Higiene Pessoal,5.88,2,0.0,11.76,67,1292.9
2023-12-07,Sorvetes,Congelados,41.97,13,0.0,545.61,20,4627.94
2023-12-07,Pizzas congeladas,Congelados,40.16,2,0.0,80.32,60,1243.68
2023-12-07,Vegetais congelados,Congelados,20.44,12,0.0,245.28000000000003,58,3689.51
2023-12-07,Pratos prontos congelados,Congelados,41.03,19,0.0,779.57,40,2360.82
2023-12-07,Frango empanado,Congelados,37.03,5,0.0,185.15,40,2816.49
2023-12-07,Ração para cães,Pet Shop,27.56,8,0.0,220.48,54,1445.15
2023-12-07,Ração para gatos,Pet Shop,15.08,12,0.0,180.96,67,2970.57
2023-12-07,Petiscos,Pet Shop,41.01,14,0.0,574.14,60,3518.76
2023-12-07,Brinquedos para pets,Pet Shop,16.33,3,0.0,48.989999999999995,52,4665.95
2023-12-07,Produtos de higiene para pets,Pet Shop,12.02,16,0.0,192.32,32,4113.55
2023-12-07,Panelas,Utilidades Domésticas,35.14,13,0.0,456.82,36,4981.4
2023-12-07,Talheres,Utilidades Domésticas,49.86,3,0.0,149.57999999999998,66,1009.66
2023-12-07,Copos,Utilidades Domésticas,8.51,1,0.0,8.51,38,3936.07
2023-12-07,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,36.75,10,0.0,367.5,58,4255.88
2023-12-08,Maçãs,Alimentos Frescos,15.45,2,0.0,30.9,53,1448.81
2023-12-08,Bananas,Alimentos Frescos,2.18,9,0.0,19.62,45,4930.03
2023-12-08,Laranjas,Alimentos Frescos,8.57,2,0.0,17.14,46,2740.66
2023-12-08,Tomates,Alimentos Frescos,3.63,19,0.0,68.97,54,3977.6
2023-12-08,Alface,Alimentos Frescos,8.53,12,0.0,102.35999999999999,24,2042.65
2023-12-08,Cenouras,Alimentos Frescos,15.6,13,0.0,202.79999999999998,73,4730.08
2023-12-08,Frango,Alimentos Frescos,8.32,9,0.0,74.88,43,1851.49
2023-12-08,Carne bovina,Alimentos Frescos,38.67,18,0.0,696.0600000000001,64,3159.4
2023-12-08,Carne suína,Alimentos Frescos,48.94,6,0.0,293.64,29,1986.22
2023-12-08,Salmão,Alimentos Frescos,1.32,2,0.0,2.64,70,2699.89
2023-12-08,Tilápia,Alimentos Frescos,34.86,6,0.0,209.16,39,3048.02
2023-12-08,Atum,Alimentos Frescos,19.49,4,0.0,77.96,28,1704.66
2023-12-08,Pão francês,Alimentos Frescos,13.75,4,0.0,55.0,27,2010.28
2023-12-08,Pão integral,Alimentos Frescos,8.91,14,0.0,124.74000000000001,49,2894.2
2023-12-08,Croissants,Alimentos Frescos,14.37,12,0.0,172.44,55,3541.34
2023-12-08,Arroz,Produtos de Mercearia,25.96,6,0.0,155.76,30,3905.43
2023-12-08,Feijão,Produtos de Mercearia,43.01,5,0.0,215.04999999999998,37,2473.94
2023-12-08,Macarrão,Produtos de Mercearia,12.57,19,0.0,238.83,37,3157.21
2023-12-08,Óleo,Produtos de Mercearia,19.46,9,0.0,175.14000000000001,54,2664.78
2023-12-08,Azeite,Produtos de Mercearia,18.57,2,0.0,37.14,24,3900.26
2023-12-08,Farinha,Produtos de Mercearia,15.26,9,0.0,137.34,56,4961.82
2023-12-08,Leite,Laticínios e Ovos,41.44,2,0.0,82.88,53,2826.28
2023-12-08,Queijo,Laticínios e Ovos,20.15,2,0.0,40.3,21,2663.25
2023-12-08,Iogurte,Laticínios e Ovos,21.41,4,0.0,85.64,56,2567.37
2023-12-08,Manteiga,Laticínios e Ovos,35.65,4,0.0,142.6,47,4543.42
2023-12-08,Ovos,Laticínios e Ovos,48.1,15,0.0,721.5,28,3482.34
2023-12-08,Refrigerantes,Bebidas,22.83,12,0.0,273.96,52,2963.38
2023-12-08,Sucos,Bebidas,15.87,19,0.0,301.53,46,4792.41
2023-12-08,Água mineral,Bebidas,27.52,13,0.0,357.76,30,2677.27
2023-12-08,Cervejas,Bebidas,25.61,10,0.0,256.1,56,1207.63
2023-12-08,Vinhos,Bebidas,8.34,18,0.0,150.12,43,4544.88
2023-12-08,Detergentes,Produtos de Limpeza,14.38,8,0.0,115.04,55,1655.31
2023-12-08,Sabão em pó,Produtos de Limpeza,23.22,14,0.0,325.08,35,1028.63
2023-12-08,Amaciantes,Produtos de Limpeza,47.16,10,0.0,471.59999999999997,55,1243.15
2023-12-08,Limpadores multiuso,Produtos de Limpeza,7.58,6,0.0,45.480000000000004,74,2211.48
2023-12-08,Esponjas,Produtos de Limpeza,28.14,5,0.0,140.7,40,2784.1
2023-12-08,Shampoos,Produtos de Higiene Pessoal,40.8,18,0.0,734.4,23,4691.18
2023-12-08,Sabonetes,Produtos de Higiene Pessoal,10.37,18,0.0,186.66,43,2841.11
2023-12-08,Creme dental,Produtos de Higiene Pessoal,21.51,13,0.0,279.63,54,1387.75
2023-12-08,Desodorantes,Produtos de Higiene Pessoal,34.73,12,0.0,416.76,19,1415.54
2023-12-08,Papel higiênico,Produtos de Higiene Pessoal,23.25,6,0.0,139.5,43,3253.3
2023-12-08,Sorvetes,Congelados,47.31,17,0.0,804.27,33,4860.76
2023-12-08,Pizzas congeladas,Congelados,13.25,18,0.0,238.5,65,2692.63
2023-12-08,Vegetais congelados,Congelados,30.57,3,0.0,91.71000000000001,19,3737.46
2023-12-08,Pratos prontos congelados,Congelados,22.32,9,0.0,200.88,64,4396.83
2023-12-08,Frango empanado,Congelados,2.27,8,0.0,18.16,65,2963.98
2023-12-08,Ração para cães,Pet Shop,1.6,16,0.0,25.6,57,2004.96
2023-12-08,Ração para gatos,Pet Shop,33.97,10,0.0,339.7,52,2302.34
2023-12-08,Petiscos,Pet Shop,33.13,2,0.0,66.26,29,2009.73
2023-12-08,Brinquedos para pets,Pet Shop,9.34,4,0.0,37.36,34,4372.74
2023-12-08,Produtos de higiene para pets,Pet Shop,29.6,15,0.0,444.0,49,1008.43
2023-12-08,Panelas,Utilidades Domésticas,35.49,15,0.0,532.35,40,3233.67
2023-12-08,Talheres,Utilidades Domésticas,8.58,5,0.0,42.9,54,3903.54
2023-12-08,Copos,Utilidades Domésticas,11.12,11,0.0,122.32,29,3878.33
2023-12-08,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,47.67,1,0.0,47.67,63,1610.97
2023-12-09,Maçãs,Alimentos Frescos,47.24,17,0.0,803.08,59,1724.74
2023-12-09,Bananas,Alimentos Frescos,33.51,16,0.0,536.16,43,3255.82
2023-12-09,Laranjas,Alimentos Frescos,36.09,19,0.0,685.71,38,2276.72
2023-12-09,Tomates,Alimentos Frescos,31.62,9,0.0,284.58,53,2331.59
2023-12-09,Alface,Alimentos Frescos,41.39,18,0.0,745.02,37,2241.19
2023-12-09,Cenouras,Alimentos Frescos,3.05,14,0.0,42.699999999999996,19,2139.57
2023-12-09,Frango,Alimentos Frescos,29.51,18,0.0,531.1800000000001,49,2999.74
2023-12-09,Carne bovina,Alimentos Frescos,14.08,7,0.0,98.56,67,2216.4
2023-12-09,Carne suína,Alimentos Frescos,29.06,16,0.0,464.96,27,1115.71
2023-12-09,Salmão,Alimentos Frescos,10.04,10,0.0,100.39999999999999,56,1605.52
2023-12-09,Tilápia,Alimentos Frescos,9.66,10,0.0,96.6,37,4601.03
2023-12-09,Atum,Alimentos Frescos,11.22,10,0.0,112.2,20,4011.94
2023-12-09,Pão francês,Alimentos Frescos,45.43,19,0.0,863.17,35,4985.3
2023-12-09,Pão integral,Alimentos Frescos,32.56,13,0.0,423.28000000000003,31,3873.12
2023-12-09,Croissants,Alimentos Frescos,32.12,13,0.0,417.55999999999995,74,4714.9
2023-12-09,Arroz,Produtos de Mercearia,11.91,16,0.0,190.56,74,4161.78
2023-12-09,Feijão,Produtos de Mercearia,2.36,18,0.0,42.48,41,2770.46
2023-12-09,Macarrão,Produtos de Mercearia,43.15,12,0.0,517.8,44,3859.28
2023-12-09,Óleo,Produtos de Mercearia,6.42,14,0.0,89.88,58,3140.49
2023-12-09,Azeite,Produtos de Mercearia,21.31,12,0.0,255.71999999999997,37,3061.81
2023-12-09,Farinha,Produtos de Mercearia,43.08,16,0.0,689.28,45,3101.7
2023-12-09,Leite,Laticínios e Ovos,49.51,14,0.0,693.14,28,1109.95
2023-12-09,Queijo,Laticínios e Ovos,23.76,12,0.0,285.12,38,3962.01
2023-12-09,Iogurte,Laticínios e Ovos,49.65,1,0.0,49.65,52,3433.09
2023-12-09,Manteiga,Laticínios e Ovos,41.49,4,0.0,165.96,39,1694.89
2023-12-09,Ovos,Laticínios e Ovos,2.87,14,0.0,40.18,50,3170.49
2023-12-09,Refrigerantes,Bebidas,28.83,1,0.0,28.83,40,2332.95
2023-12-09,Sucos,Bebidas,40.33,1,0.0,40.33,37,2325.78
2023-12-09,Água mineral,Bebidas,20.35,13,0.0,264.55,24,2131.67
2023-12-09,Cervejas,Bebidas,1.46,5,0.0,7.3,56,4161.37
2023-12-09,Vinhos,Bebidas,34.44,2,0.0,68.88,34,3248.13
2023-12-09,Detergentes,Produtos de Limpeza,4.03,13,0.0,52.39,37,3448.16
2023-12-09,Sabão em pó,Produtos de Limpeza,34.94,11,0.0,384.34,63,4104.49
2023-12-09,Amaciantes,Produtos de Limpeza,16.84,5,0.0,84.2,72,1544.77
2023-12-09,Limpadores multiuso,Produtos de Limpeza,24.11,11,0.0,265.21,38,3841.41
2023-12-09,Esponjas,Produtos de Limpeza,34.69,8,0.0,277.52,22,1334.16
2023-12-09,Shampoos,Produtos de Higiene Pessoal,46.22,14,0.0,647.0799999999999,71,3483.02
2023-12-09,Sabonetes,Produtos de Higiene Pessoal,35.77,8,0.0,286.16,36,1229.55
2023-12-09,Creme dental,Produtos de Higiene Pessoal,4.03,18,0.0,72.54,42,1814.72
2023-12-09,Desodorantes,Produtos de Higiene Pessoal,34.46,11,0.0,379.06,46,4957.35
2023-12-09,Papel higiênico,Produtos de Higiene Pessoal,39.1,12,0.0,469.20000000000005,70,4514.68
2023-12-09,Sorvetes,Congelados,7.42,7,0.0,51.94,58,2554.64
2023-12-09,Pizzas congeladas,Congelados,38.47,4,0.0,153.88,67,2651.0
2023-12-09,Vegetais congelados,Congelados,32.52,19,0.0,617.8800000000001,43,3998.91
2023-12-09,Pratos prontos congelados,Congelados,41.42,15,0.0,621.3000000000001,27,1278.98
2023-12-09,Frango empanado,Congelados,17.76,19,0.0,337.44000000000005,27,4247.54
2023-12-09,Ração para cães,Pet Shop,47.92,1,0.0,47.92,72,4666.14
2023-12-09,Ração para gatos,Pet Shop,18.93,17,0.0,321.81,56,4078.12
2023-12-09,Petiscos,Pet Shop,41.39,19,0.0,786.41,70,4337.19
2023-12-09,Brinquedos para pets,Pet Shop,22.07,10,0.0,220.7,23,1926.15
2023-12-09,Produtos de higiene para pets,Pet Shop,45.82,15,0.0,687.3,66,3436.23
2023-12-09,Panelas,Utilidades Domésticas,22.95,11,0.0,252.45,54,4980.52
2023-12-09,Talheres,Utilidades Domésticas,12.37,11,0.0,136.07,59,3355.35
2023-12-09,Copos,Utilidades Domésticas,5.6,11,0.0,61.599999999999994,29,4001.82
2023-12-09,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,16.07,2,0.0,32.14,47,4082.48
2023-12-10,Maçãs,Alimentos Frescos,46.36,6,0.0,278.15999999999997,45,4373.75
2023-12-10,Bananas,Alimentos Frescos,37.0,1,0.0,37.0,66,3118.54
2023-12-10,Laranjas,Alimentos Frescos,37.35,4,0.0,149.4,57,3041.24
2023-12-10,Tomates,Alimentos Frescos,20.88,2,0.0,41.76,19,2931.85
2023-12-10,Alface,Alimentos Frescos,40.14,3,0.0,120.42,36,4130.86
2023-12-10,Cenouras,Alimentos Frescos,44.76,11,0.0,492.35999999999996,55,2450.27
2023-12-10,Frango,Alimentos Frescos,23.11,6,0.0,138.66,36,4604.37
2023-12-10,Carne bovina,Alimentos Frescos,39.2,15,0.0,588.0,29,1081.66
2023-12-10,Carne suína,Alimentos Frescos,37.59,7,0.0,263.13,22,4664.78
2023-12-10,Salmão,Alimentos Frescos,29.52,13,0.0,383.76,72,2534.09
2023-12-10,Tilápia,Alimentos Frescos,17.01,2,0.0,34.02,43,1095.72
2023-12-10,Atum,Alimentos Frescos,20.58,17,0.0,349.85999999999996,28,4857.57
2023-12-10,Pão francês,Alimentos Frescos,29.61,18,0.0,532.98,60,1347.87
2023-12-10,Pão integral,Alimentos Frescos,13.4,9,0.0,120.60000000000001,51,4715.77
2023-12-10,Croissants,Alimentos Frescos,21.45,17,0.0,364.65,56,2475.58
2023-12-10,Arroz,Produtos de Mercearia,36.71,16,0.0,587.36,57,2885.67
2023-12-10,Feijão,Produtos de Mercearia,6.17,7,0.0,43.19,18,4201.16
2023-12-10,Macarrão,Produtos de Mercearia,34.49,10,0.0,344.90000000000003,59,1345.0
2023-12-10,Óleo,Produtos de Mercearia,16.81,3,0.0,50.42999999999999,57,3371.32
2023-12-10,Azeite,Produtos de Mercearia,2.51,7,0.0,17.57,27,2243.56
2023-12-10,Farinha,Produtos de Mercearia,3.32,19,0.0,63.08,70,2947.15
2023-12-10,Leite,Laticínios e Ovos,27.45,13,0.0,356.84999999999997,59,3816.95
2023-12-10,Queijo,Laticínios e Ovos,2.47,18,0.0,44.46,34,4456.12
2023-12-10,Iogurte,Laticínios e Ovos,45.58,11,0.0,501.38,61,2395.79
2023-12-10,Manteiga,Laticínios e Ovos,27.89,16,0.0,446.24,25,1967.13
2023-12-10,Ovos,Laticínios e Ovos,34.64,17,0.0,588.88,71,3692.62
2023-12-10,Refrigerantes,Bebidas,19.63,6,0.0,117.78,43,1385.14
2023-12-10,Sucos,Bebidas,44.92,2,0.0,89.84,60,3995.36
2023-12-10,Água mineral,Bebidas,48.46,19,0.0,920.74,36,1039.28
2023-12-10,Cervejas,Bebidas,17.28,1,0.0,17.28,51,3186.86
2023-12-10,Vinhos,Bebidas,2.71,1,0.0,2.71,72,4690.54
2023-12-10,Detergentes,Produtos de Limpeza,31.85,14,0.0,445.90000000000003,21,1409.68
2023-12-10,Sabão em pó,Produtos de Limpeza,41.71,8,0.0,333.68,50,3999.25
2023-12-10,Amaciantes,Produtos de Limpeza,15.6,12,0.0,187.2,19,1574.44
2023-12-10,Limpadores multiuso,Produtos de Limpeza,25.83,16,0.0,413.28,29,3175.48
2023-12-10,Esponjas,Produtos de Limpeza,48.47,7,0.0,339.28999999999996,25,3846.42
2023-12-10,Shampoos,Produtos de Higiene Pessoal,46.88,9,0.0,421.92,21,4812.42
2023-12-10,Sabonetes,Produtos de Higiene Pessoal,15.11,15,0.0,226.64999999999998,69,2917.38
2023-12-10,Creme dental,Produtos de Higiene Pessoal,42.65,12,0.0,511.79999999999995,49,2681.52
2023-12-10,Desodorantes,Produtos de Higiene Pessoal,12.03,12,0.0,144.35999999999999,31,3703.71
2023-12-10,Papel higiênico,Produtos de Higiene Pessoal,21.43,13,0.0,278.59,34,3428.82
2023-12-10,Sorvetes,Congelados,13.79,9,0.0,124.10999999999999,47,2289.53
2023-12-10,Pizzas congeladas,Congelados,5.18,4,0.0,20.72,18,2911.44
2023-12-10,Vegetais congelados,Congelados,25.09,10,0.0,250.9,58,2565.78
2023-12-10,Pratos prontos congelados,Congelados,16.3,7,0.0,114.10000000000001,48,2261.42
2023-12-10,Frango empanado,Congelados,15.29,11,0.0,168.19,71,4252.84
2023-12-10,Ração para cães,Pet Shop,23.18,15,0.0,347.7,64,2302.17
2023-12-10,Ração para gatos,Pet Shop,29.98,15,0.0,449.7,48,2319.39
2023-12-10,Petiscos,Pet Shop,36.16,12,0.0,433.91999999999996,41,3733.93
2023-12-10,Brinquedos para pets,Pet Shop,11.92,1,0.0,11.92,41,1847.15
2023-12-10,Produtos de higiene para pets,Pet Shop,8.55,18,0.0,153.9,47,3244.79
2023-12-10,Panelas,Utilidades Domésticas,3.0,17,0.0,51.0,36,1814.23
2023-12-10,Talheres,Utilidades Domésticas,37.75,12,0.0,453.0,65,1931.45
2023-12-10,Copos,Utilidades Domésticas,1.01,2,0.0,2.02,53,3080.44
2023-12-10,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,1.48,6,0.0,8.879999999999999,37,3555.28
2023-12-11,Maçãs,Alimentos Frescos,1.93,7,0.0,13.51,39,2533.49
2023-12-11,Bananas,Alimentos Frescos,23.36,12,0.0,280.32,57,1538.93
2023-12-11,Laranjas,Alimentos Frescos,44.15,11,0.0,485.65,72,2438.51
2023-12-11,Tomates,Alimentos Frescos,36.0,4,0.0,144.0,56,4677.04
2023-12-11,Alface,Alimentos Frescos,16.74,10,0.0,167.39999999999998,57,3212.86
2023-12-11,Cenouras,Alimentos Frescos,2.91,5,0.0,14.55,50,3666.32
2023-12-11,Frango,Alimentos Frescos,23.83,4,0.0,95.32,68,1200.01
2023-12-11,Carne bovina,Alimentos Frescos,9.12,11,0.0,100.32,36,3640.27
2023-12-11,Carne suína,Alimentos Frescos,35.42,13,0.0,460.46000000000004,24,1913.95
2023-12-11,Salmão,Alimentos Frescos,2.86,2,0.0,5.72,36,2453.46
2023-12-11,Tilápia,Alimentos Frescos,39.94,16,0.0,639.04,59,2131.88
2023-12-11,Atum,Alimentos Frescos,19.05,3,0.0,57.150000000000006,53,2437.27
2023-12-11,Pão francês,Alimentos Frescos,16.92,17,0.0,287.64000000000004,46,2914.91
2023-12-11,Pão integral,Alimentos Frescos,39.95,9,0.0,359.55,49,3990.19
2023-12-11,Croissants,Alimentos Frescos,41.89,3,0.0,125.67,50,2819.61
2023-12-11,Arroz,Produtos de Mercearia,36.89,11,0.0,405.79,30,3444.04
2023-12-11,Feijão,Produtos de Mercearia,7.37,6,0.0,44.22,52,2394.67
2023-12-11,Macarrão,Produtos de Mercearia,29.28,19,0.0,556.32,74,4676.48
2023-12-11,Óleo,Produtos de Mercearia,10.14,13,0.0,131.82,32,4352.84
2023-12-11,Azeite,Produtos de Mercearia,33.69,15,0.0,505.34999999999997,21,3400.59
2023-12-11,Farinha,Produtos de Mercearia,29.99,18,0.0,539.8199999999999,57,4291.54
2023-12-11,Leite,Laticínios e Ovos,34.77,6,0.0,208.62,45,3564.91
2023-12-11,Queijo,Laticínios e Ovos,14.32,7,0.0,100.24000000000001,37,4374.76
2023-12-11,Iogurte,Laticínios e Ovos,29.7,8,0.0,237.6,72,1323.64
2023-12-11,Manteiga,Laticínios e Ovos,9.64,12,0.0,115.68,48,1030.21
2023-12-11,Ovos,Laticínios e Ovos,20.13,19,0.0,382.46999999999997,20,4407.57
2023-12-11,Refrigerantes,Bebidas,11.08,10,0.0,110.8,20,4733.37
2023-12-11,Sucos,Bebidas,40.66,2,0.0,81.32,62,3252.79
2023-12-11,Água mineral,Bebidas,9.56,3,0.0,28.68,58,4718.94
2023-12-11,Cervejas,Bebidas,24.76,11,0.0,272.36,61,3781.18
2023-12-11,Vinhos,Bebidas,7.35,16,0.0,117.6,18,4338.33
2023-12-11,Detergentes,Produtos de Limpeza,45.72,6,0.0,274.32,50,1882.18
2023-12-11,Sabão em pó,Produtos de Limpeza,48.8,3,0.0,146.39999999999998,40,3702.38
2023-12-11,Amaciantes,Produtos de Limpeza,48.65,1,0.0,48.65,19,2030.61
2023-12-11,Limpadores multiuso,Produtos de Limpeza,37.52,10,0.0,375.20000000000005,26,4301.6
2023-12-11,Esponjas,Produtos de Limpeza,48.64,4,0.0,194.56,23,4981.61
2023-12-11,Shampoos,Produtos de Higiene Pessoal,44.27,13,0.0,575.51,60,1233.05
2023-12-11,Sabonetes,Produtos de Higiene Pessoal,37.07,19,0.0,704.33,43,4668.98
2023-12-11,Creme dental,Produtos de Higiene Pessoal,12.48,4,0.0,49.92,49,4320.11
2023-12-11,Desodorantes,Produtos de Higiene Pessoal,41.38,13,0.0,537.94,55,2182.33
2023-12-11,Papel higiênico,Produtos de Higiene Pessoal,14.82,10,0.0,148.2,50,3892.08
2023-12-11,Sorvetes,Congelados,13.94,13,0.0,181.22,56,4848.5
2023-12-11,Pizzas congeladas,Congelados,12.15,8,0.0,97.2,67,4497.19
2023-12-11,Vegetais congelados,Congelados,14.59,15,0.0,218.85,45,3852.88
2023-12-11,Pratos prontos congelados,Congelados,2.73,9,0.0,24.57,65,2148.81
2023-12-11,Frango empanado,Congelados,32.25,1,0.0,32.25,28,2733.13
2023-12-11,Ração para cães,Pet Shop,48.93,16,0.0,782.88,27,3816.83
2023-12-11,Ração para gatos,Pet Shop,9.96,10,0.0,99.60000000000001,56,4730.0
2023-12-11,Petiscos,Pet Shop,40.6,13,0.0,527.8000000000001,62,3413.25
2023-12-11,Brinquedos para pets,Pet Shop,13.39,10,0.0,133.9,34,2226.36
2023-12-11,Produtos de higiene para pets,Pet Shop,42.92,17,0.0,729.64,38,1050.02
2023-12-11,Panelas,Utilidades Domésticas,31.36,15,0.0,470.4,27,3222.64
2023-12-11,Talheres,Utilidades Domésticas,14.69,15,0.0,220.35,23,4630.67
2023-12-11,Copos,Utilidades Domésticas,4.38,4,0.0,17.52,68,3272.29
2023-12-11,"Produtos descartáveis (pratos, copos, talheres)",Utilidades Domésticas,11.24,11,0.0,123.64,49,4246.54
2023-12-12,Maçãs,Alimentos Frescos,5.74,6,0.0,34.44,29,2999.55
2023-12-12,Bananas,Alimentos Frescos,29.54,13,0.0,384.02,31,1569.05
2023-12-12,Laranjas,Alimentos Frescos,17.91,8,0.0,143.28,39,3485.16
2023-12-12,Tomates,Alimentos Frescos,16.3,3,0.0,48.900000000000006,18,4489.44
2023-12-12,Alface,Alimentos Frescos,8.54,18,0.0,153.71999999999997,29,3849.61
2023-12-12,Cenouras,Alimentos Frescos,47.83,18,0.0,860.9399999999999,50,4761.11
2023-12-12,Frango,Alimentos Frescos,9.11,5,0.0,45.55,68,3536.98
2023-12-12,Carne bovina,Alimentos Frescos,49.86,8,0.0,398.88,46,1104.21
2023-12-12,Carne suína,Alimentos Frescos,10.27,13,0.0,133.51,54,3218.37
2023-12-12,Salmão,Alimentos Frescos,32.96,16,0.0,527.36,67,4309.0
2023-12-12,Tilápia,Alimentos Frescos,27.65,4,0.0,110.6,73,4292.63
2023-12-12,Atum,Alimentos Frescos,14.86,5,0.0,74.3,63,4562.41
2023-12-12,Pão francês,Alimentos Frescos,7.36,3,0.0,22.080000000000002,64,4486.75
2023-12-12,Pão integral,Alimentos Frescos,48.61,17,0.0,826.37,41,1517.41
2023-12-12,Croissants,Alimentos Frescos,4.86,3,0.0,14.580000000000002,51,1266.12
2023-12-12,Arroz,Produtos de Mercearia,41.33,1,0.0,41.33,63,2373.26
